"Enrichment_for"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"ASG1_vs_ASG0_unique"	"GO"	"45121"	"membrane raft "	"7/132"	"56/2150"	5.3030303030303	2.6046511627907	0.0903510659739165	1	2.03598484848485	"AT2B1_MOUSE;SHIP1_MOUSE;STOM_MOUSE;ITA1_MOUSE;RAB5A_MOUSE;GNAI2_MOUSE;DPP4_MOUSE"
"ASG1_vs_ASG0_unique"	"GO"	"34663"	"endoplasmic reticulum chaperone complex "	"2/132"	"7/2150"	1.51515151515152	0.325581395348837	0.0914650952228135	1	4.65367965367965	"PDIA1_MOUSE;ENPL_MOUSE"
"ASG1_vs_ASG0_unique"	"GO"	"31681"	"G-protein beta-subunit binding "	"2/132"	"7/2150"	1.51515151515152	0.325581395348837	0.0914650952228135	1	4.65367965367965	"GBG5_MOUSE;GBG2_MOUSE"
"ASG1_vs_ASG0_unique"	"GO"	"2000179"	"positive regulation of neural precursor cell proliferation "	"2/132"	"7/2150"	1.51515151515152	0.325581395348837	0.0914650952228135	1	4.65367965367965	"GBG5_MOUSE;GNAI2_MOUSE"
"ASG1_vs_ASG0_unique"	"GO"	"1501"	"skeletal system development "	"2/132"	"7/2150"	1.51515151515152	0.325581395348837	0.0914650952228135	1	4.65367965367965	"GNAQ_MOUSE;FBN1_MOUSE"
"ASG1_vs_ASG0_unique"	"GO"	"6936"	"muscle contraction "	"2/132"	"7/2150"	1.51515151515152	0.325581395348837	0.0914650952228135	1	4.65367965367965	"D3Z2H9_MOUSE;Q8VCQ8_MOUSE"
"ASG1_vs_ASG0_unique"	"GO"	"10008"	"endosome membrane "	"3/132"	"16/2150"	2.27272727272727	0.744186046511628	0.0929490809597722	1	3.05397727272727	"RAB5A_MOUSE;EHD1_MOUSE;COR1C_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05170"	"Human immunodeficiency virus 1 infection - Mus musculus (mouse)"	"10/132"	"36/2150"	7.57575757575758	1.67441860465116	0.000202616189521948	0.0366735303034727	4.52441077441077	"GNAI2_MOUSE;GNAQ_MOUSE;GBG2_MOUSE;GBG5_MOUSE;PDIA3_MOUSE;HA11_MOUSE;NFAC2_MOUSE;KPCB_MOUSE;PAK2_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05163"	"Human cytomegalovirus infection - Mus musculus (mouse)"	"9/132"	"35/2150"	6.81818181818182	1.62790697674419	0.000689846929210176	0.124862294187042	4.18831168831169	"GNAI2_MOUSE;GNAQ_MOUSE;GBG2_MOUSE;GBG5_MOUSE;PDIA3_MOUSE;HA11_MOUSE;NFAC2_MOUSE;KPCB_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04726"	"Serotonergic synapse - Mus musculus (mouse)"	"6/132"	"16/2150"	4.54545454545455	0.744186046511628	0.00115402599901584	0.208878705821868	6.10795454545455	"GNAI2_MOUSE;GNAQ_MOUSE;GBG2_MOUSE;GBG5_MOUSE;KPCB_MOUSE;PGH1_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05140"	"Leishmaniasis - Mus musculus (mouse)"	"6/132"	"19/2150"	4.54545454545455	0.883720930232558	0.00237212966614919	0.429355469573004	5.14354066985646	"HB2A_MOUSE;Q542I8_MOUSE;NCF2_MOUSE;KPCB_MOUSE;FCGR4_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04650"	"Natural killer cell mediated cytotoxicity - Mus musculus (mouse)"	"5/132"	"13/2150"	3.78787878787879	0.604651162790698	0.00278634493492293	0.50432843322105	6.26456876456877	"HA11_MOUSE;Q542I8_MOUSE;NFAC2_MOUSE;KPCB_MOUSE;FCGR4_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04725"	"Cholinergic synapse - Mus musculus (mouse)"	"5/132"	"14/2150"	3.78787878787879	0.651162790697674	0.00360833930100225	0.653109413481408	5.81709956709957	"GNAI2_MOUSE;GNAQ_MOUSE;GBG2_MOUSE;GBG5_MOUSE;KPCB_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04015"	"Rap1 signaling pathway - Mus musculus (mouse)"	"7/132"	"29/2150"	5.3030303030303	1.34883720930233	0.00374897443531507	0.678564372792028	3.93155694879833	"CDC42_MOUSE;GNAI2_MOUSE;GNAQ_MOUSE;Q542I8_MOUSE;KPCB_MOUSE;FYB1_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04728"	"Dopaminergic synapse - Mus musculus (mouse)"	"6/132"	"22/2150"	4.54545454545455	1.02325581395349	0.00437171082552659	0.791279659420313	4.44214876033058	"GNAI2_MOUSE;GNAQ_MOUSE;GBG2_MOUSE;GBG5_MOUSE;KPCB_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04724"	"Glutamatergic synapse - Mus musculus (mouse)"	"5/132"	"15/2150"	3.78787878787879	0.697674418604651	0.00459112602791388	0.830993811052412	5.42929292929293	"GNAI2_MOUSE;GNAQ_MOUSE;GBG2_MOUSE;GBG5_MOUSE;KPCB_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04713"	"Circadian entrainment - Mus musculus (mouse)"	"5/132"	"16/2150"	3.78787878787879	0.744186046511628	0.00575066670880386	1	5.08996212121212	"GNAI2_MOUSE;GNAQ_MOUSE;GBG2_MOUSE;GBG5_MOUSE;KPCB_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05032"	"Morphine addiction - Mus musculus (mouse)"	"4/132"	"10/2150"	3.03030303030303	0.465116279069767	0.00678891129141478	1	6.51515151515152	"GNAI2_MOUSE;GBG2_MOUSE;GBG5_MOUSE;KPCB_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04612"	"Antigen processing and presentation - Mus musculus (mouse)"	"5/132"	"18/2150"	3.78787878787879	0.837209302325581	0.00866219272431901	1	4.52441077441077	"PDIA3_MOUSE;HB2A_MOUSE;HA11_MOUSE;PSME2_MOUSE;PSME2_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04370"	"VEGF signaling pathway - Mus musculus (mouse)"	"4/132"	"11/2150"	3.03030303030303	0.511627906976744	0.00884873120230108	1	5.92286501377411	"CDC42_MOUSE;NFAC2_MOUSE;KPCB_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04014"	"Ras signaling pathway - Mus musculus (mouse)"	"6/132"	"27/2150"	4.54545454545455	1.25581395348837	0.0101281876374461	1	3.61952861952862	"CDC42_MOUSE;GBG2_MOUSE;GBG5_MOUSE;KPCB_MOUSE;PAK2_MOUSE;RAB5A_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04670"	"Leukocyte transendothelial migration - Mus musculus (mouse)"	"6/132"	"27/2150"	4.54545454545455	1.25581395348837	0.0101281876374461	1	3.61952861952862	"CDC42_MOUSE;GNAI2_MOUSE;Q542I8_MOUSE;NCF2_MOUSE;KPCB_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04660"	"T cell receptor signaling pathway - Mus musculus (mouse)"	"4/132"	"12/2150"	3.03030303030303	0.558139534883721	0.0112781925169487	1	5.42929292929293	"CDC42_MOUSE;NFAC2_MOUSE;PAK2_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04912"	"GnRH signaling pathway - Mus musculus (mouse)"	"4/132"	"13/2150"	3.03030303030303	0.604651162790698	0.0140994705201553	1	5.01165501165501	"CDC42_MOUSE;GNAQ_MOUSE;KPCB_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04727"	"GABAergic synapse - Mus musculus (mouse)"	"4/132"	"13/2150"	3.03030303030303	0.604651162790698	0.0140994705201553	1	5.01165501165501	"GNAI2_MOUSE;GBG2_MOUSE;GBG5_MOUSE;KPCB_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04935"	"Growth hormone synthesis, secretion and action - Mus musculus (mouse)"	"4/132"	"13/2150"	3.03030303030303	0.604651162790698	0.0140994705201553	1	5.01165501165501	"GNAI2_MOUSE;GNAQ_MOUSE;KPCB_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04514"	"Cell adhesion molecules (CAMs) - Mus musculus (mouse)"	"3/132"	"7/2150"	2.27272727272727	0.325581395348837	0.0167988604359488	1	6.98051948051948	"HB2A_MOUSE;HA11_MOUSE;Q542I8_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04926"	"Relaxin signaling pathway - Mus musculus (mouse)"	"4/132"	"14/2150"	3.03030303030303	0.651162790697674	0.017331792115936	1	4.65367965367965	"GNAI2_MOUSE;GBG2_MOUSE;GBG5_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04723"	"Retrograde endocannabinoid signaling - Mus musculus (mouse)"	"7/132"	"42/2150"	5.3030303030303	1.95348837209302	0.0206075315636191	1	2.71464646464646	"GNAI2_MOUSE;GNAQ_MOUSE;GBG2_MOUSE;GBG5_MOUSE;KPCB_MOUSE;MK14_MOUSE;NDUS7_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04380"	"Osteoclast differentiation - Mus musculus (mouse)"	"4/132"	"15/2150"	3.03030303030303	0.697674418604651	0.0209913795332516	1	4.34343434343434	"NCF2_MOUSE;NFAC2_MOUSE;FCGR4_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04658"	"Th1 and Th2 cell differentiation - Mus musculus (mouse)"	"3/132"	"8/2150"	2.27272727272727	0.372093023255814	0.0221368556637822	1	6.10795454545455	"HB2A_MOUSE;NFAC2_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05167"	"Kaposi sarcoma-associated herpesvirus infection - Mus musculus (mouse)"	"5/132"	"24/2150"	3.78787878787879	1.11627906976744	0.0231433867669509	1	3.39330808080808	"GBG2_MOUSE;GBG5_MOUSE;HA11_MOUSE;NFAC2_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04062"	"Chemokine signaling pathway - Mus musculus (mouse)"	"5/132"	"25/2150"	3.78787878787879	1.16279069767442	0.0265194409150605	1	3.25757575757576	"CDC42_MOUSE;GNAI2_MOUSE;GBG2_MOUSE;GBG5_MOUSE;KPCB_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05169"	"Epstein-Barr virus infection - Mus musculus (mouse)"	"5/132"	"25/2150"	3.78787878787879	1.16279069767442	0.0265194409150605	1	3.25757575757576	"PDIA3_MOUSE;HB2A_MOUSE;HA11_MOUSE;PSMD2_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04933"	"AGE-RAGE signaling pathway in diabetic complications - Mus musculus (mouse)"	"3/132"	"9/2150"	2.27272727272727	0.418604651162791	0.0282906389925048	1	5.42929292929293	"CDC42_MOUSE;KPCB_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05416"	"Viral myocarditis - Mus musculus (mouse)"	"3/132"	"9/2150"	2.27272727272727	0.418604651162791	0.0282906389925048	1	5.42929292929293	"HB2A_MOUSE;HA11_MOUSE;Q542I8_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05320"	"Autoimmune thyroid disease - Mus musculus (mouse)"	"2/132"	"3/2150"	1.51515151515152	0.13953488372093	0.0295660839811711	1	10.8585858585859	"HB2A_MOUSE;HA11_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05332"	"Graft-versus-host disease - Mus musculus (mouse)"	"2/132"	"3/2150"	1.51515151515152	0.13953488372093	0.0295660839811711	1	10.8585858585859	"HB2A_MOUSE;HA11_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05330"	"Allograft rejection - Mus musculus (mouse)"	"2/132"	"3/2150"	1.51515151515152	0.13953488372093	0.0295660839811711	1	10.8585858585859	"HB2A_MOUSE;HA11_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04360"	"Axon guidance - Mus musculus (mouse)"	"4/132"	"17/2150"	3.03030303030303	0.790697674418605	0.0296422137803583	1	3.83244206773619	"CDC42_MOUSE;GNAI2_MOUSE;NFAC2_MOUSE;PAK2_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04071"	"Sphingolipid signaling pathway - Mus musculus (mouse)"	"4/132"	"17/2150"	3.03030303030303	0.790697674418605	0.0296422137803583	1	3.83244206773619	"GNAI2_MOUSE;GNAQ_MOUSE;KPCB_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05135"	"Yersinia infection - Mus musculus (mouse)"	"5/132"	"27/2150"	3.78787878787879	1.25581395348837	0.0341777317426585	1	3.01627384960718	"CDC42_MOUSE;GNAQ_MOUSE;NFAC2_MOUSE;FYB1_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04961"	"Endocrine and other factor-regulated calcium reabsorption - Mus musculus (mouse)"	"3/132"	"10/2150"	2.27272727272727	0.465116279069767	0.0352557137032703	1	4.88636363636364	"GNAQ_MOUSE;KPCB_MOUSE;AT2B1_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04659"	"Th17 cell differentiation - Mus musculus (mouse)"	"3/132"	"10/2150"	2.27272727272727	0.465116279069767	0.0352557137032703	1	4.88636363636364	"HB2A_MOUSE;NFAC2_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04666"	"Fc gamma R-mediated phagocytosis - Mus musculus (mouse)"	"5/132"	"28/2150"	3.78787878787879	1.30232558139535	0.038472293190018	1	2.90854978354978	"CDC42_MOUSE;SHIP1_MOUSE;KPCB_MOUSE;FCGR4_MOUSE;ARPC5_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04371"	"Apelin signaling pathway - Mus musculus (mouse)"	"4/132"	"19/2150"	3.03030303030303	0.883720930232558	0.0401223428938775	1	3.42902711323764	"GNAI2_MOUSE;GNAQ_MOUSE;GBG2_MOUSE;GBG5_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04923"	"Regulation of lipolysis in adipocytes - Mus musculus (mouse)"	"2/132"	"4/2150"	1.51515151515152	0.186046511627907	0.0426876317327298	1	8.14393939393939	"GNAI2_MOUSE;PGH1_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04940"	"Type I diabetes mellitus - Mus musculus (mouse)"	"2/132"	"4/2150"	1.51515151515152	0.186046511627907	0.0426876317327298	1	8.14393939393939	"HB2A_MOUSE;HA11_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04916"	"Melanogenesis - Mus musculus (mouse)"	"3/132"	"11/2150"	2.27272727272727	0.511627906976744	0.0430193870883219	1	4.44214876033058	"GNAI2_MOUSE;GNAQ_MOUSE;KPCB_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05166"	"Human T-cell leukemia virus 1 infection - Mus musculus (mouse)"	"4/132"	"20/2150"	3.03030303030303	0.930232558139535	0.0460580101648066	1	3.25757575757576	"HB2A_MOUSE;HA11_MOUSE;Q542I8_MOUSE;NFAC2_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04925"	"Aldosterone synthesis and secretion - Mus musculus (mouse)"	"3/132"	"12/2150"	2.27272727272727	0.558139534883721	0.051562051059827	1	4.0719696969697	"GNAQ_MOUSE;KPCB_MOUSE;AT2B1_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05150"	"Staphylococcus aureus infection - Mus musculus (mouse)"	"3/132"	"12/2150"	2.27272727272727	0.558139534883721	0.051562051059827	1	4.0719696969697	"HB2A_MOUSE;Q542I8_MOUSE;FCGR4_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04144"	"Endocytosis - Mus musculus (mouse)"	"6/132"	"42/2150"	4.54545454545455	1.95348837209302	0.0553465673782623	1	2.32683982683983	"CDC42_MOUSE;EHD1_MOUSE;HA11_MOUSE;RAB5A_MOUSE;ARPC5_MOUSE;VPS36_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04010"	"MAPK signaling pathway - Mus musculus (mouse)"	"4/132"	"22/2150"	3.03030303030303	1.02325581395349	0.0593169008714664	1	2.96143250688705	"CDC42_MOUSE;KPCB_MOUSE;PAK2_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05146"	"Amoebiasis - Mus musculus (mouse)"	"4/132"	"22/2150"	3.03030303030303	1.02325581395349	0.0593169008714664	1	2.96143250688705	"GNAQ_MOUSE;Q542I8_MOUSE;KPCB_MOUSE;RAB5A_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04970"	"Salivary secretion - Mus musculus (mouse)"	"3/132"	"13/2150"	2.27272727272727	0.604651162790698	0.0608583261081836	1	3.75874125874126	"GNAQ_MOUSE;KPCB_MOUSE;AT2B1_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04750"	"Inflammatory mediator regulation of TRP channels - Mus musculus (mouse)"	"3/132"	"13/2150"	2.27272727272727	0.604651162790698	0.0608583261081836	1	3.75874125874126	"GNAQ_MOUSE;KPCB_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04261"	"Adrenergic signaling in cardiomyocytes - Mus musculus (mouse)"	"4/132"	"23/2150"	3.03030303030303	1.06976744186047	0.0666315133404061	1	2.83267457180501	"GNAI2_MOUSE;GNAQ_MOUSE;MK14_MOUSE;AT2B1_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04921"	"Oxytocin signaling pathway - Mus musculus (mouse)"	"4/132"	"23/2150"	3.03030303030303	1.06976744186047	0.0666315133404061	1	2.83267457180501	"GNAI2_MOUSE;GNAQ_MOUSE;NFAC2_MOUSE;KPCB_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04730"	"Long-term depression - Mus musculus (mouse)"	"3/132"	"14/2150"	2.27272727272727	0.651162790697674	0.0708780808770468	1	3.49025974025974	"GNAI2_MOUSE;GNAQ_MOUSE;KPCB_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04972"	"Pancreatic secretion - Mus musculus (mouse)"	"3/132"	"14/2150"	2.27272727272727	0.651162790697674	0.0708780808770468	1	3.49025974025974	"GNAQ_MOUSE;KPCB_MOUSE;AT2B1_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05200"	"Pathways in cancer - Mus musculus (mouse)"	"7/132"	"52/2150"	5.3030303030303	2.41860465116279	0.0791849251654534	1	2.19259906759907	"CDC42_MOUSE;GNAI2_MOUSE;GNAQ_MOUSE;GBG2_MOUSE;GBG5_MOUSE;KPCB_MOUSE;ENPL_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04928"	"Parathyroid hormone synthesis, secretion and action - Mus musculus (mouse)"	"3/132"	"15/2150"	2.27272727272727	0.697674418604651	0.081587338629269	1	3.25757575757576	"GNAI2_MOUSE;GNAQ_MOUSE;KPCB_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04971"	"Gastric acid secretion - Mus musculus (mouse)"	"3/132"	"15/2150"	2.27272727272727	0.697674418604651	0.081587338629269	1	3.25757575757576	"GNAI2_MOUSE;GNAQ_MOUSE;KPCB_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04918"	"Thyroid hormone synthesis - Mus musculus (mouse)"	"3/132"	"15/2150"	2.27272727272727	0.697674418604651	0.081587338629269	1	3.25757575757576	"GNAQ_MOUSE;KPCB_MOUSE;ENPL_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04662"	"B cell receptor signaling pathway - Mus musculus (mouse)"	"3/132"	"15/2150"	2.27272727272727	0.697674418604651	0.081587338629269	1	3.25757575757576	"SHIP1_MOUSE;NFAC2_MOUSE;KPCB_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05152"	"Tuberculosis - Mus musculus (mouse)"	"5/132"	"36/2150"	3.78787878787879	1.67441860465116	0.0843463073683027	1	2.26220538720539	"HB2A_MOUSE;Q542I8_MOUSE;FCGR4_MOUSE;MK14_MOUSE;RAB5A_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04640"	"Hematopoietic cell lineage - Mus musculus (mouse)"	"2/132"	"7/2150"	1.51515151515152	0.325581395348837	0.0914650952228135	1	4.65367965367965	"ITA1_MOUSE;HB2A_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04929"	"GnRH secretion - Mus musculus (mouse)"	"2/132"	"7/2150"	1.51515151515152	0.325581395348837	0.0914650952228135	1	4.65367965367965	"GNAQ_MOUSE;KPCB_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04310"	"Wnt signaling pathway - Mus musculus (mouse)"	"2/132"	"7/2150"	1.51515151515152	0.325581395348837	0.0914650952228135	1	4.65367965367965	"NFAC2_MOUSE;KPCB_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu04120"	"Ubiquitin mediated proteolysis - Mus musculus (mouse)"	"2/132"	"7/2150"	1.51515151515152	0.325581395348837	0.0914650952228135	1	4.65367965367965	"PRP19_MOUSE;SAE2_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05133"	"Pertussis - Mus musculus (mouse)"	"3/132"	"16/2150"	2.27272727272727	0.744186046511628	0.0929490809597722	1	3.05397727272727	"GNAI2_MOUSE;Q542I8_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05142"	"Chagas disease (American trypanosomiasis) - Mus musculus (mouse)"	"3/132"	"16/2150"	2.27272727272727	0.744186046511628	0.0929490809597722	1	3.05397727272727	"GNAI2_MOUSE;GNAQ_MOUSE;MK14_MOUSE"
"ASG1_vs_ASG0_unique"	"KEGG"	"path:mmu05161"	"Hepatitis B - Mus musculus (mouse)"	"3/132"	"16/2150"	2.27272727272727	0.744186046511628	0.0929490809597722	1	3.05397727272727	"NFAC2_MOUSE;KPCB_MOUSE;MK14_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"6637"	"acyl-CoA metabolic process "	"4/123"	"13/2150"	3.2520325203252	0.604651162790698	0.0111991389746058	1	5.37836147592245	"ACDSB_MOUSE;ACOT2_MOUSE;ACSM5_MOUSE;ECHP_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"4033"	"aldo-keto reductase (NADP) activity "	"2/123"	"2/2150"	1.6260162601626	0.0930232558139535	0.0162067117719956	1	17.479674796748	"AK1CL_MOUSE;MIOX_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"45926"	"negative regulation of growth "	"2/123"	"2/2150"	1.6260162601626	0.0930232558139535	0.0162067117719956	1	17.479674796748	"IDHG1_MOUSE;MT1_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"48266"	"behavioral response to pain "	"2/123"	"2/2150"	1.6260162601626	0.0930232558139535	0.0162067117719956	1	17.479674796748	"CAN2_MOUSE;TSPO_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"1824"	"blastocyst development "	"2/123"	"2/2150"	1.6260162601626	0.0930232558139535	0.0162067117719956	1	17.479674796748	"CAN2_MOUSE;DAD1_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"30325"	"adrenal gland development "	"2/123"	"2/2150"	1.6260162601626	0.0930232558139535	0.0162067117719956	1	17.479674796748	"APOA1_MOUSE;TSPO_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"16192"	"vesicle-mediated transport "	"5/123"	"24/2150"	4.0650406504065	1.11627906976744	0.0177897772079848	1	3.64159891598916	"RAB10_MOUSE;CCZ1_MOUSE;AP3B1_MOUSE;AP2A2_MOUSE;F8WHL2_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"6508"	"proteolysis "	"5/123"	"25/2150"	4.0650406504065	1.16279069767442	0.0204467894746741	1	3.49593495934959	"PCP_MOUSE;AFG32_MOUSE;LACTB_MOUSE;CAN2_MOUSE;ERMP1_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"1951"	"intestinal D-glucose absorption "	"2/123"	"3/2150"	1.6260162601626	0.13953488372093	0.0260604042584123	1	11.6531165311653	"PLSI_MOUSE;VILI_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"1902896"	"terminal web assembly "	"2/123"	"3/2150"	1.6260162601626	0.13953488372093	0.0260604042584123	1	11.6531165311653	"PLSI_MOUSE;VILI_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"8106"	"alcohol dehydrogenase (NADP+) activity "	"2/123"	"3/2150"	1.6260162601626	0.13953488372093	0.0260604042584123	1	11.6531165311653	"AK1CL_MOUSE;AK1A1_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"71294"	"cellular response to zinc ion "	"2/123"	"3/2150"	1.6260162601626	0.13953488372093	0.0260604042584123	1	11.6531165311653	"MT1_MOUSE;TSPO_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"46961"	"proton-transporting ATPase activity, rotational mechanism "	"3/123"	"10/2150"	2.4390243902439	0.465116279069767	0.0296486090802827	1	5.24390243902439	"VATD_MOUSE;A0A0A6YX18_MOUSE;A0A0N4SVE1_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"32432"	"actin filament bundle "	"2/123"	"4/2150"	1.6260162601626	0.186046511627907	0.0377206794131187	1	8.73983739837398	"PLSI_MOUSE;VILI_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"40018"	"positive regulation of multicellular organism growth "	"2/123"	"4/2150"	1.6260162601626	0.186046511627907	0.0377206794131187	1	8.73983739837398	"PLSI_MOUSE;VILI_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"32532"	"regulation of microvillus length "	"2/123"	"4/2150"	1.6260162601626	0.186046511627907	0.0377206794131187	1	8.73983739837398	"PLSI_MOUSE;VILI_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"4032"	"alditol:NADP+ 1-oxidoreductase activity "	"2/123"	"4/2150"	1.6260162601626	0.186046511627907	0.0377206794131187	1	8.73983739837398	"AK1CL_MOUSE;AK1A1_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"16540"	"protein autoprocessing "	"2/123"	"4/2150"	1.6260162601626	0.186046511627907	0.0377206794131187	1	8.73983739837398	"AFG32_MOUSE;CAN2_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"6744"	"ubiquinone biosynthetic process "	"2/123"	"4/2150"	1.6260162601626	0.186046511627907	0.0377206794131187	1	8.73983739837398	"COQ8A_MOUSE;COQ9_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"33180"	"proton-transporting V-type ATPase, V1 domain "	"2/123"	"4/2150"	1.6260162601626	0.186046511627907	0.0377206794131187	1	8.73983739837398	"A0A0N4SVE1_MOUSE;Q91YH6_MOUSE"
